filename,label
D_0000005965,spoof
D_0000005986,bonafide
D_0000006007,spoof
D_0000006028,spoof
D_0000006049,spoof
D_0000006070,bonafide
D_0000006091,spoof
D_0000006112,spoof
D_0000006133,spoof
D_0000006154,bonafide
D_0000006175,spoof
D_0000006196,spoof
D_0000006217,bonafide
D_0000006238,spoof
D_0000006259,bonafide
D_0000006280,spoof
D_0000006301,spoof
D_0000006322,spoof
D_0000006343,spoof
D_0000006364,spoof
D_0000006385,spoof
D_0000006406,bonafide
D_0000006427,bonafide
D_0000006448,spoof
D_0000006469,spoof
D_0000006490,spoof
D_0000006511,spoof
D_0000006532,bonafide
D_0000006553,spoof
D_0000006574,spoof
D_0000006595,spoof
D_0000006616,spoof
D_0000006637,spoof
D_0000006658,spoof
D_0000006679,spoof
D_0000006700,spoof
D_0000006721,spoof
D_0000006742,spoof
D_0000006763,spoof
D_0000006784,bonafide
D_0000006805,spoof
D_0000006826,spoof
D_0000006847,bonafide
D_0000006868,spoof
D_0000006889,bonafide
D_0000006910,bonafide
D_0000006931,spoof
D_0000006952,spoof
D_0000006973,spoof
D_0000006994,spoof
D_0000007015,spoof
D_0000007036,spoof
D_0000007057,spoof
D_0000007078,bonafide
D_0000007099,spoof
D_0000007120,spoof
D_0000007141,spoof
D_0000007162,spoof
D_0000007183,bonafide
D_0000007204,bonafide
D_0000007225,bonafide
D_0000007246,bonafide
D_0000007267,spoof
D_0000007288,spoof
D_0000007309,spoof
D_0000007330,spoof
D_0000007351,bonafide
D_0000007372,spoof
D_0000007393,spoof
D_0000007414,spoof
D_0000007435,spoof
D_0000007456,spoof
D_0000007477,spoof
D_0000007498,spoof
D_0000007519,bonafide
D_0000007540,spoof
D_0000007561,spoof
D_0000007582,spoof
D_0000007603,spoof
D_0000007624,spoof
D_0000007645,spoof
D_0000007666,spoof
D_0000007687,spoof
D_0000007708,spoof
D_0000007729,bonafide
D_0000007750,spoof
D_0000007771,spoof
D_0000007792,bonafide
D_0000007813,spoof
D_0000007834,bonafide
D_0000007855,spoof
D_0000007876,spoof
D_0000007897,spoof
D_0000007918,spoof
D_0000007939,bonafide
D_0000007960,spoof
D_0000007981,spoof
D_0000008002,spoof
D_0000008023,spoof
D_0000008044,spoof
D_0000008065,spoof
D_0000008086,spoof
D_0000008107,bonafide
D_0000008128,spoof
D_0000008149,bonafide
D_0000008170,spoof
D_0000008191,spoof
D_0000008212,spoof
D_0000008233,spoof
D_0000008254,spoof
D_0000008275,spoof
D_0000008296,spoof
D_0000008317,spoof
D_0000008338,bonafide
D_0000008359,spoof
D_0000008380,spoof
D_0000008401,spoof
D_0000008422,spoof
D_0000008443,spoof
D_0000008464,bonafide
D_0000008485,spoof
D_0000008506,bonafide
D_0000008527,spoof
D_0000008548,spoof
D_0000008569,spoof
D_0000008590,spoof
D_0000008611,spoof
D_0000008632,spoof
D_0000008653,bonafide
D_0000008674,spoof
D_0000008695,spoof
D_0000008716,bonafide
D_0000008737,spoof
D_0000008758,bonafide
D_0000008779,spoof
D_0000008800,spoof
D_0000008821,spoof
D_0000008842,spoof
D_0000008863,spoof
D_0000008884,spoof
D_0000008905,bonafide
D_0000008926,spoof
D_0000008947,bonafide
D_0000008968,spoof
D_0000008989,spoof
D_0000009010,bonafide
D_0000009031,spoof
D_0000009052,spoof
D_0000009073,bonafide
D_0000009094,spoof
D_0000009115,spoof
D_0000009136,spoof
D_0000009157,bonafide
D_0000009178,spoof
D_0000009199,spoof
D_0000009220,bonafide
D_0000009241,spoof
D_0000009262,spoof
D_0000009283,spoof
D_0000009304,spoof
D_0000009325,bonafide
D_0000009346,bonafide
D_0000009367,spoof
D_0000009388,spoof
D_0000009409,spoof
D_0000009430,spoof
D_0000009451,spoof
D_0000009472,bonafide
D_0000009493,bonafide
D_0000009514,spoof
D_0000009535,spoof
D_0000009556,bonafide
D_0000009577,spoof
D_0000009598,bonafide
D_0000009619,bonafide
D_0000009640,spoof
D_0000009661,bonafide
D_0000009682,bonafide
D_0000009703,spoof
D_0000009724,bonafide
D_0000009745,spoof
D_0000009766,spoof
D_0000009787,spoof
D_0000009808,spoof
D_0000009829,spoof
D_0000009850,spoof
D_0000009871,spoof
D_0000009892,bonafide
D_0000009913,bonafide
D_0000009934,spoof
D_0000009955,bonafide
D_0000009976,spoof
D_0000009997,bonafide
D_0000010018,spoof
D_0000010039,spoof
D_0000010060,spoof
D_0000010081,bonafide
D_0000010102,spoof
D_0000010123,bonafide
D_0000010144,spoof
D_0000010165,spoof
D_0000010186,bonafide
D_0000010207,spoof
D_0000010228,spoof
D_0000010249,spoof
D_0000010270,spoof
D_0000010291,spoof
D_0000010312,bonafide
D_0000010333,spoof
D_0000010354,spoof
D_0000010375,spoof
D_0000010396,spoof
D_0000010417,spoof
D_0000010438,spoof
D_0000010459,bonafide
D_0000010480,spoof
D_0000010501,spoof
D_0000010522,spoof
D_0000010543,bonafide
D_0000010564,spoof
D_0000010585,spoof
D_0000010606,spoof
D_0000010627,bonafide
D_0000010648,bonafide
D_0000010669,spoof
D_0000010690,spoof
D_0000010711,bonafide
D_0000010732,bonafide
D_0000010753,spoof
D_0000010774,spoof
D_0000010795,spoof
D_0000010816,spoof
D_0000010837,spoof
D_0000010858,spoof
D_0000010879,spoof
D_0000010900,bonafide
D_0000010921,spoof
D_0000010942,spoof
D_0000010963,spoof
D_0000010984,spoof
D_0000011005,spoof
D_0000011026,spoof
D_0000011047,spoof
D_0000011068,spoof
D_0000011089,spoof
D_0000011110,spoof
D_0000011131,spoof
D_0000011152,bonafide
D_0000011173,spoof
D_0000011194,spoof
D_0000011215,bonafide
D_0000011236,spoof
D_0000011257,spoof
D_0000011278,spoof
D_0000011299,spoof
D_0000011320,spoof
D_0000011341,spoof
D_0000011362,bonafide
D_0000011383,bonafide
D_0000011404,spoof
D_0000011425,spoof
D_0000011446,bonafide
D_0000011467,bonafide
D_0000011488,spoof
D_0000011509,spoof
D_0000011530,spoof
D_0000011551,spoof
D_0000011572,spoof
D_0000011593,spoof
D_0000011614,bonafide
D_0000011635,bonafide
D_0000011656,spoof
D_0000011677,spoof
D_0000011698,spoof
D_0000011719,spoof
D_0000011740,spoof
D_0000011761,bonafide
D_0000011782,spoof
D_0000011803,spoof
D_0000011824,spoof
D_0000011845,bonafide
D_0000011866,bonafide
D_0000011887,spoof
D_0000011908,spoof
D_0000011929,spoof
D_0000011950,spoof
D_0000011971,spoof
D_0000011992,spoof
D_0000012013,spoof
D_0000012034,bonafide
D_0000012055,spoof
D_0000012076,bonafide
D_0000012097,spoof
D_0000012118,spoof
D_0000012139,spoof
D_0000012160,spoof
D_0000012181,spoof
D_0000012202,spoof
D_0000012223,spoof
D_0000012244,spoof
D_0000012265,bonafide
D_0000012286,spoof
D_0000012307,spoof
D_0000012328,spoof
D_0000012349,spoof
D_0000012370,bonafide
D_0000012391,spoof
D_0000012412,spoof
D_0000012433,bonafide
D_0000012454,spoof
D_0000012475,spoof
D_0000012496,spoof
D_0000012517,spoof
D_0000012538,spoof
D_0000012559,spoof
D_0000012580,spoof
D_0000012601,spoof
D_0000012622,spoof
D_0000012643,spoof
D_0000012664,spoof
D_0000012685,spoof
D_0000012706,spoof
D_0000012727,bonafide
D_0000012748,spoof
D_0000012769,spoof
D_0000012790,spoof
D_0000012811,spoof
D_0000012832,spoof
D_0000012853,spoof
D_0000012874,spoof
D_0000012895,spoof
D_0000012916,spoof
D_0000012937,spoof
D_0000012958,spoof
D_0000012979,spoof
D_0000013000,spoof
D_0000013021,spoof
D_0000013042,spoof
D_0000013063,spoof
D_0000013084,spoof
D_0000013105,spoof
D_0000013126,spoof
D_0000013147,bonafide
D_0000013168,bonafide
D_0000013189,spoof
D_0000013210,spoof
D_0000013231,bonafide
D_0000013252,spoof
D_0000013273,spoof
D_0000013294,spoof
D_0000013315,spoof
D_0000013336,spoof
D_0000013357,spoof
D_0000013378,spoof
D_0000013399,spoof
D_0000013420,spoof
D_0000013441,spoof
D_0000013462,spoof
D_0000013483,spoof
D_0000013504,spoof
D_0000013525,bonafide
D_0000013546,spoof
D_0000013567,bonafide
D_0000013588,spoof
D_0000013609,spoof
D_0000013630,bonafide
D_0000013651,spoof
D_0000013672,spoof
D_0000013693,bonafide
D_0000013714,spoof
D_0000013735,bonafide
D_0000013756,spoof
D_0000013777,spoof
D_0000013798,bonafide
D_0000013819,spoof
D_0000013840,spoof
D_0000013861,spoof
D_0000013882,spoof
D_0000013903,bonafide
D_0000013924,bonafide
D_0000013945,spoof
D_0000013966,spoof
D_0000013987,spoof
D_0000014008,spoof
D_0000014029,bonafide
D_0000014050,spoof
D_0000014071,spoof
D_0000014092,spoof
D_0000014113,bonafide
D_0000014134,spoof
D_0000014155,bonafide
D_0000014176,bonafide
D_0000014197,spoof
D_0000014218,spoof
D_0000014239,spoof
D_0000014260,spoof
D_0000014281,spoof
D_0000014302,bonafide
D_0000014323,spoof
D_0000014344,spoof
D_0000014365,spoof
D_0000014386,bonafide
D_0000014407,spoof
D_0000014428,spoof
D_0000014449,spoof
D_0000014470,bonafide
D_0000014491,bonafide
D_0000014512,spoof
D_0000014533,spoof
D_0000014554,spoof
D_0000014575,spoof
D_0000014596,bonafide
D_0000014617,spoof
D_0000014638,spoof
D_0000014659,spoof
D_0000014680,spoof
D_0000014701,spoof
D_0000014722,spoof
D_0000014743,spoof
D_0000014764,spoof
D_0000014785,spoof
D_0000014806,bonafide
D_0000014827,spoof
D_0000014848,bonafide
D_0000014869,spoof
D_0000014890,spoof
D_0000014911,bonafide
D_0000014932,spoof
D_0000014953,spoof
D_0000014974,spoof
D_0000014995,spoof
D_0000015016,spoof
D_0000015037,bonafide
D_0000015058,spoof
D_0000015079,spoof
D_0000015100,bonafide
D_0000015121,spoof
D_0000015142,spoof
D_0000015163,spoof
D_0000015184,spoof
D_0000015205,spoof
D_0000015226,spoof
D_0000015247,spoof
D_0000015268,spoof
D_0000015289,spoof
D_0000015310,bonafide
D_0000015331,spoof
D_0000015352,spoof
D_0000015373,spoof
D_0000015394,bonafide
D_0000015415,spoof
D_0000015436,spoof
D_0000015457,spoof
D_0000015478,spoof
D_0000015499,spoof
D_0000015520,spoof
D_0000015541,spoof
D_0000015562,spoof
D_0000015583,bonafide
D_0000015604,spoof
D_0000015625,bonafide
D_0000015646,bonafide
D_0000015667,spoof
D_0000015688,spoof
D_0000015709,spoof
D_0000015730,spoof
D_0000015751,spoof
D_0000015772,spoof
D_0000015793,spoof
D_0000015814,bonafide
D_0000015835,spoof
D_0000015856,bonafide
D_0000015877,spoof
D_0000015898,bonafide
D_0000015919,spoof
D_0000015940,spoof
D_0000015961,spoof
D_0000015982,spoof
D_0000016003,spoof
D_0000016024,spoof
D_0000016045,spoof
D_0000016066,bonafide
D_0000016087,bonafide
D_0000016108,bonafide
D_0000016129,bonafide
D_0000016150,spoof
D_0000016171,spoof
D_0000016192,spoof
D_0000016213,spoof
D_0000016234,spoof
D_0000016255,spoof
D_0000016276,spoof
D_0000016297,spoof
D_0000016318,spoof
D_0000016339,spoof
D_0000016360,bonafide
D_0000016381,spoof
D_0000016402,spoof
D_0000016423,spoof
D_0000016444,spoof
D_0000016465,spoof
D_0000016486,spoof
D_0000016507,spoof
D_0000016528,bonafide
D_0000016549,spoof
D_0000016570,spoof
D_0000016591,spoof
D_0000016612,spoof
D_0000016633,bonafide
D_0000016654,spoof
D_0000016675,spoof
D_0000016696,spoof
D_0000016717,bonafide
D_0000016738,spoof
D_0000016759,spoof
D_0000016780,spoof
D_0000016801,spoof
D_0000016822,bonafide
D_0000016843,spoof
D_0000016864,spoof
D_0000016885,spoof
D_0000016906,spoof
D_0000016927,spoof
D_0000016948,spoof
D_0000016969,bonafide
D_0000016990,spoof
D_0000017011,spoof
D_0000017032,spoof
D_0000017053,spoof
D_0000017074,bonafide
D_0000017095,spoof
D_0000017116,spoof
D_0000017137,bonafide
D_0000017158,spoof
D_0000017179,bonafide
D_0000017200,spoof
D_0000017221,spoof
D_0000017242,bonafide
D_0000017263,spoof
D_0000017284,spoof
D_0000017305,spoof
D_0000017326,spoof
D_0000017347,spoof
D_0000017368,bonafide
D_0000017389,spoof
D_0000017410,bonafide
D_0000017431,spoof
D_0000017452,spoof
D_0000017473,spoof
D_0000017494,spoof
D_0000017515,spoof
D_0000017536,spoof
D_0000017557,spoof
D_0000017578,bonafide
D_0000017599,spoof
D_0000017620,spoof
D_0000017641,spoof
D_0000017662,bonafide
D_0000017683,bonafide
D_0000017704,spoof
D_0000017725,spoof
D_0000017746,bonafide
D_0000017767,bonafide
D_0000017788,spoof
D_0000017809,bonafide
D_0000017830,spoof
D_0000017851,bonafide
D_0000017872,spoof
D_0000017893,spoof
D_0000017914,spoof
D_0000017935,spoof
D_0000017956,spoof
D_0000017977,spoof
D_0000017998,spoof
D_0000018019,spoof
D_0000018040,spoof
D_0000018061,bonafide
D_0000018082,spoof
D_0000018103,spoof
D_0000018124,bonafide
D_0000018145,spoof
D_0000018166,spoof
D_0000018187,spoof
D_0000018208,spoof
D_0000018229,spoof
D_0000018250,spoof
D_0000018271,bonafide
D_0000018292,spoof
D_0000018313,spoof
D_0000018334,spoof
D_0000018355,bonafide
D_0000018376,spoof
D_0000018397,spoof
D_0000018418,spoof
D_0000018439,spoof
D_0000018460,spoof
D_0000018481,spoof
D_0000018502,spoof
D_0000018523,bonafide
D_0000018544,bonafide
D_0000018565,spoof
D_0000018586,spoof
D_0000018607,bonafide
D_0000018628,bonafide
D_0000018649,spoof
D_0000018670,spoof
D_0000018691,spoof
D_0000018712,spoof
D_0000018733,spoof
D_0000018754,spoof
D_0000018775,bonafide
D_0000018796,spoof
D_0000018817,spoof
D_0000018838,bonafide
D_0000018859,spoof
D_0000018880,bonafide
D_0000018901,spoof
D_0000018922,spoof
D_0000018943,spoof
D_0000018964,spoof
D_0000018985,spoof
D_0000019006,spoof
D_0000019027,spoof
D_0000019048,spoof
D_0000019069,bonafide
D_0000019090,spoof
D_0000019111,spoof
D_0000019132,spoof
D_0000019153,bonafide
D_0000019174,spoof
D_0000019195,spoof
D_0000019216,spoof
D_0000019237,bonafide
D_0000019258,bonafide
D_0000019279,bonafide
D_0000019300,bonafide
D_0000019321,bonafide
D_0000019342,spoof
D_0000019363,spoof
D_0000019384,spoof
D_0000019405,spoof
D_0000019426,spoof
D_0000019447,spoof
D_0000019468,spoof
D_0000019489,spoof
D_0000019510,spoof
D_0000019531,bonafide
D_0000019552,bonafide
D_0000019573,bonafide
D_0000019594,spoof
D_0000019615,spoof
D_0000019636,spoof
D_0000019657,spoof
D_0000019678,bonafide
D_0000019699,bonafide
D_0000019720,bonafide
D_0000019741,bonafide
D_0000019762,bonafide
D_0000019783,spoof
D_0000019804,spoof
D_0000019825,spoof
D_0000019846,spoof
D_0000019867,spoof
D_0000019888,bonafide
D_0000019909,spoof
D_0000019930,bonafide
D_0000019951,spoof
D_0000019972,bonafide
D_0000019993,bonafide
D_0000020014,bonafide
D_0000020035,spoof
D_0000020056,spoof
D_0000020077,spoof
D_0000020098,spoof
D_0000020119,spoof
D_0000020140,spoof
D_0000020161,spoof
D_0000020182,bonafide
D_0000020203,spoof
D_0000020224,spoof
D_0000020245,spoof
D_0000020266,bonafide
D_0000020287,spoof
D_0000020308,spoof
D_0000020329,spoof
D_0000020350,bonafide
D_0000020371,spoof
D_0000020392,spoof
D_0000020413,spoof
D_0000020434,spoof
D_0000020455,spoof
D_0000020476,spoof
D_0000020497,spoof
D_0000020518,spoof
D_0000020539,spoof
D_0000020560,spoof
D_0000020581,spoof
D_0000020602,spoof
D_0000020623,spoof
D_0000020644,spoof
D_0000020665,spoof
D_0000020686,bonafide
D_0000020707,spoof
D_0000020728,spoof
D_0000020749,spoof
D_0000020770,spoof
D_0000020791,spoof
D_0000020812,bonafide
D_0000020833,spoof
D_0000020854,spoof
D_0000020875,spoof
D_0000020896,spoof
D_0000020917,spoof
D_0000020938,bonafide
D_0000020959,spoof
D_0000020980,bonafide
D_0000021001,spoof
D_0000021022,spoof
D_0000021043,bonafide
D_0000021064,spoof
D_0000021085,spoof
D_0000021106,spoof
D_0000021127,bonafide
D_0000021148,spoof
D_0000021169,spoof
D_0000021190,bonafide
D_0000021211,spoof
D_0000021232,spoof
D_0000021253,spoof
D_0000021274,bonafide
D_0000021295,spoof
D_0000021316,spoof
D_0000021337,bonafide
D_0000021358,spoof
D_0000021379,spoof
D_0000021400,spoof
D_0000021421,spoof
D_0000021442,spoof
D_0000021463,spoof
D_0000021484,spoof
D_0000021505,spoof
D_0000021526,spoof
D_0000021547,spoof
D_0000021568,bonafide
D_0000021589,bonafide
D_0000021610,spoof
D_0000021631,spoof
D_0000021652,spoof
D_0000021673,bonafide
D_0000021694,spoof
D_0000021715,spoof
D_0000021736,spoof
D_0000021757,spoof
D_0000021778,spoof
D_0000021799,spoof
D_0000021820,bonafide
D_0000021841,spoof
D_0000021862,spoof
D_0000021883,spoof
D_0000021904,spoof
D_0000021925,spoof
D_0000021946,spoof
D_0000021967,spoof
D_0000021988,spoof
D_0000022009,spoof
D_0000022030,spoof
D_0000022051,spoof
D_0000022072,spoof
D_0000022093,spoof
D_0000022114,spoof
D_0000022135,bonafide
D_0000022156,spoof
D_0000022177,spoof
D_0000022198,bonafide
D_0000022219,spoof
D_0000022240,spoof
D_0000022261,spoof
D_0000022282,spoof
D_0000022303,spoof
D_0000022324,spoof
D_0000022345,spoof
D_0000022366,spoof
D_0000022387,spoof
D_0000022408,spoof
D_0000022429,spoof
D_0000022450,bonafide
D_0000022471,bonafide
D_0000022492,spoof
D_0000022513,spoof
D_0000022534,spoof
D_0000022555,bonafide
D_0000022576,spoof
D_0000022597,spoof
D_0000022618,spoof
D_0000022639,spoof
D_0000022660,spoof
D_0000022681,spoof
D_0000022702,spoof
D_0000022723,bonafide
D_0000022744,spoof
D_0000022765,bonafide
D_0000022786,spoof
D_0000022807,spoof
D_0000022828,spoof
D_0000022849,bonafide
D_0000022870,spoof
D_0000022891,spoof
D_0000022912,spoof
D_0000022933,spoof
D_0000022954,spoof
D_0000022975,bonafide
D_0000022996,spoof
D_0000023017,spoof
D_0000023038,spoof
D_0000023059,spoof
D_0000023080,bonafide
D_0000023101,bonafide
D_0000023122,bonafide
D_0000023143,spoof
D_0000023164,bonafide
D_0000023185,bonafide
D_0000023206,bonafide
D_0000023227,bonafide
D_0000023248,spoof
D_0000023269,spoof
D_0000023290,spoof
D_0000023311,bonafide
D_0000023332,spoof
D_0000023353,bonafide
D_0000023374,spoof
D_0000023395,spoof
D_0000023416,spoof
D_0000023437,spoof
D_0000023458,spoof
D_0000023479,bonafide
D_0000023500,spoof
D_0000023521,spoof
D_0000023542,bonafide
D_0000023563,spoof
D_0000023584,spoof
D_0000023605,spoof
D_0000023626,bonafide
D_0000023647,bonafide
D_0000023668,spoof
D_0000023689,spoof
D_0000023710,spoof
D_0000023731,spoof
D_0000023752,bonafide
D_0000023773,spoof
D_0000023794,spoof
D_0000023815,spoof
D_0000023836,spoof
D_0000023857,spoof
D_0000023878,spoof
D_0000023899,spoof
D_0000023920,spoof
D_0000023941,spoof
D_0000023962,spoof
D_0000023983,spoof
D_0000024004,spoof
D_0000024025,spoof
D_0000024046,spoof
D_0000024067,spoof
D_0000024088,spoof
D_0000024109,spoof
D_0000024130,spoof
D_0000024151,spoof
D_0000024172,bonafide
D_0000024193,spoof
D_0000024214,spoof
D_0000024235,spoof
D_0000024256,spoof
D_0000024277,spoof
D_0000024298,bonafide
D_0000024319,spoof
D_0000024340,spoof
D_0000024361,bonafide
D_0000024382,bonafide
D_0000024403,spoof
D_0000024424,spoof
D_0000024445,spoof
D_0000024466,spoof
D_0000024487,bonafide
D_0000024508,spoof
D_0000024529,spoof
D_0000024550,spoof
D_0000024571,spoof
D_0000024592,spoof
D_0000024613,spoof
D_0000024634,spoof
D_0000024655,spoof
D_0000024676,spoof
D_0000024697,spoof
D_0000024718,spoof
D_0000024739,spoof
D_0000024760,spoof
D_0000024781,spoof
D_0000024802,bonafide
D_0000024823,spoof
D_0000024844,spoof
D_0000024865,bonafide
D_0000024886,spoof
D_0000024907,spoof
D_0000024928,spoof
D_0000024949,spoof
D_0000024970,spoof
D_0000024991,spoof
D_0000025012,spoof
D_0000025033,spoof
D_0000025054,bonafide
D_0000025075,spoof
D_0000025096,spoof
D_0000025117,spoof
D_0000025138,spoof
D_0000025159,spoof
D_0000025180,spoof
D_0000025201,bonafide
D_0000025222,bonafide
D_0000025243,spoof
D_0000025264,bonafide
D_0000025285,spoof
D_0000025306,spoof
D_0000025327,bonafide
D_0000025348,bonafide
D_0000025369,spoof
D_0000025390,spoof
D_0000025411,spoof
D_0000025432,bonafide
D_0000025453,bonafide
D_0000025474,bonafide
D_0000025495,spoof
D_0000025516,spoof
D_0000025537,spoof
D_0000025558,spoof
D_0000025579,spoof
D_0000025600,spoof
D_0000025621,spoof
D_0000025642,spoof
D_0000025663,spoof
D_0000025684,spoof
D_0000025705,bonafide
D_0000025726,spoof
D_0000025747,spoof
D_0000025768,spoof
D_0000025789,spoof
D_0000025810,bonafide
D_0000025831,spoof
D_0000025852,bonafide
D_0000025873,spoof
D_0000025894,spoof
D_0000025915,bonafide
D_0000025936,spoof
D_0000025957,spoof
D_0000025978,bonafide
D_0000025999,spoof
D_0000026020,bonafide
D_0000026041,spoof
D_0000026062,spoof
D_0000026083,spoof
D_0000026104,bonafide
D_0000026125,spoof
